Operating Unit	Country	ISO3	Indicator	Description	Coarse Age	Sex	Modality	2018-T	2018Q1-R	2018Q2-R	2018Q3-R	2018Q4-R	2019-T	2019Q1-R	2019Q2-R	2019Q3-R	2019Q4-R	2020-T	2020Q1-R	2020Q2-R	2020Q3-R	2020Q4-R	2021-T	2021Q1-R	2021Q2-R	2021Q3-R	2021Q4-R	2022-T	2022Q1-R	2022Q2-R	2022Q3-R	2022Q4-R	2023-T	2023Q1-R	2023Q2-R	2023Q3-R	2023Q4-R	2024-T	2024Q1-R	2024Q2-R	2024Q3-R
Angola	Angola	AGO	HTS_TST_POS	Individuals newly tested positive for HIV	Unknown Age	Female	VCT		6		3				1	1																									
Angola	Angola	AGO	PMTCT_ART	HIV-positive pregnant women who received ART	<15	Unknown Sex	N/A												8				9			1	3	1		3					1		3			1	1
Angola	Angola	AGO	PMTCT_ART	HIV-positive pregnant women who received ART	15+	Female	N/A											7,705	263	431	389	414	1,884	389	445	459	385	4,059	395	417	457	379	1,225	415	451	432	385	1,388	379	393	389
Angola	Angola	AGO	PMTCT_EID	Infants born to HIV-positive women who had a first virologic HIV test by 12 months of age	<15	Unknown Sex	N/A																1,888	108	72	342	341	2,495	532	502	606	507	1,390	416	438	428	488	1,470	584	646	742
Angola	Angola	AGO	PMTCT_HEI_POS	HIV-infected infants identified whose diagnostic sample was collected by 12 months of age	<15	Unknown Sex	N/A																						7	18	11	27		13	12	17	14		13	6	12
Angola	Angola	AGO	PMTCT_STAT	Pregnant women attending antenatal care with known HIV status	<15	Unknown Sex	N/A												35	45	20	22	236	23	28	41	16	167	31	33	26	27	32	36	36	24	391		25	22	88
Angola	Angola	AGO	PMTCT_STAT	Pregnant women attending antenatal care with known HIV status	Unknown Age	Female	N/A												6	5	4	1															1				
Angola	Angola	AGO	PMTCT_STAT	Pregnant women attending antenatal care with known HIV status	15+	Female	N/A											208,311	8,844	9,400	8,200	7,524	48,530	8,724	9,610	9,516	7,784	34,634	8,189	8,770	9,411	9,382	34,612	10,216	10,868	10,045	8,890	34,612	8,449	9,683	9,040
Angola	Angola	AGO	PMTCT_STAT_POS	HIV-positive Pregnant women attending antenatal care	<15	Unknown Sex	N/A												1				9			1	1	1							2	4	4			1	1
Angola	Angola	AGO	PMTCT_STAT_POS	HIV-positive Pregnant women attending antenatal care	15+	Female	N/A											8,110	302	477	446	435	1,960	420	481	477	394	4,085	406	420	469	385	1,252	420	464	450	395	1,393	390	400	389
Angola	Angola	AGO	TB_ART	TB cases with documented HIV-positive status who start or continue ART	<15	Unknown Sex	N/A	225		43		45	214	22	17	14	13		1		1	2			2	1						6					2	5			
Angola	Angola	AGO	TB_ART	TB cases with documented HIV-positive status who start or continue ART	Unknown Age	Female	N/A													1																					
Angola	Angola	AGO	TB_ART	TB cases with documented HIV-positive status who start or continue ART	15+	Male	N/A	811		227		297	658	107	125	123	76		26	35	34	37		25	30	44	34	140				140	237				93	161			
Angola	Angola	AGO	TB_ART	TB cases with documented HIV-positive status who start or continue ART	15+	Female	N/A	612		357		356	776	160	183	158	99		32	63	59	55		25	41	45	41	56				205	142				160	149			
Angola	Angola	AGO	TB_PREV	ART patients who completed a standard course of TB preventive therapy	15+	Female	N/A	1,740		469		2,192	1,852		3,610		3,841	21,250				352	2,967		480		382	3,852		327		519	1,827		767		1,157	5,232		736	
Angola	Angola	AGO	TB_PREV	ART patients who completed a standard course of TB preventive therapy	<15	Unknown Sex	N/A	252		68		146	234		193		315	1,082				9	6,500		33		28	820		19		66	317		78		72	501		62	
Angola	Angola	AGO	TB_PREV	ART patients who completed a standard course of TB preventive therapy	Unknown Age	Female	N/A															3																			
Angola	Angola	AGO	TB_PREV	ART patients who completed a standard course of TB preventive therapy	15+	Male	N/A	711		174		835	617		1,333		1,495	8,228				71	4,755		114		115	1,272		67		143	805		212		323	1,422		244	
Angola	Angola	AGO	TB_STAT	TB cases with documented HIV status	Unknown Age	Male	N/A													3																					
Angola	Angola	AGO	TB_STAT	TB cases with documented HIV status	15+	Male	N/A	5,817		2,927		3,668	4,892	1,734	1,779	1,829	1,658		320	369	411	352	1,613	372	373	460	391	1,613	230	407	436	385	1,988	299	296	311	297	1,789	323	375	282
Angola	Angola	AGO	TB_STAT	TB cases with documented HIV status	<15	Unknown Sex	N/A	1,391		840		1,043	1,445	526	446	520	374		42	51	69	39		21	51	32	24		17	20	34	36	66	48	43	35	25	60	23	38	45
Angola	Angola	AGO	TB_STAT	TB cases with documented HIV status	15+	Female	N/A	4,388		2,165		2,618	5,259	1,224	1,204	1,382	1,043		257	309	363	309	862	236	267	342	331	862	200	331	344	340	1,221	268	231	238	257	1,101	291	300	260
Angola	Angola	AGO	TB_STAT	TB cases with documented HIV status	Unknown Age	Female	N/A			1										4																					
Angola	Angola	AGO	TX_CURR	People currently receiving antiretroviral therapy (ART)	Unknown Age	Female	N/A												147	100	35	12		1																	
Angola	Angola	AGO	TX_CURR	People currently receiving antiretroviral therapy (ART)	15+	Female	N/A	20,045	16,417	17,356	17,927	18,165	19,578	15,372	15,516	15,904	16,133	23,406	7,157	8,026	8,324	8,403	3,697	7,679	8,314	10,079	11,193	9,973	10,682	11,621	12,104	12,508	14,800	12,286	12,707	12,619	12,701	16,886	12,959	13,842	14,078
Angola	Angola	AGO	TX_CURR	People currently receiving antiretroviral therapy (ART)	Unknown Age	Male	N/A												32	16	11	7		1																	
Angola	Angola	AGO	TX_CURR	People currently receiving antiretroviral therapy (ART)	15+	Male	N/A	8,034	6,649	7,110	7,400	7,559	7,713	6,358	6,406	6,717	6,793	9,170	1,937	2,311	2,427	2,429	5,936	2,105	2,290	2,749	3,216	5,190	3,078	3,301	3,555	3,585	6,404	3,524	3,573	3,574	3,638	4,840	3,735	4,052	4,015
Angola	Angola	AGO	TX_CURR	People currently receiving antiretroviral therapy (ART)	<15	Unknown Sex	N/A	3,001	1,903	1,928	2,000	2,073	3,789	1,682	1,756	1,797	1,767	1,205	472	506	481	507	8,105	485	568	640	754	1,660	807	753	865	1,016	2,169	1,008	1,034	1,035	924	1,344	981	1,026	1,003
Angola	Angola	AGO	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	15+	Female	N/A												4,804	4,473		8,262		7,484	6,253	6,332	2,666		2,668	2,512	2,477	2,983		2,531	2,068	2,043	1,967		1,663	1,618	1,518
Angola	Angola	AGO	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	Unknown Age	Female	N/A												124	73		12		1																	
Angola	Angola	AGO	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	Unknown Age	Male	N/A												27	10		7		1																	
Angola	Angola	AGO	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	15+	Male	N/A												1,240	1,049		2,345		2,052	1,657	1,615	730		803	686	784	797		730	536	517	559		439	462	397
Angola	Angola	AGO	TX_CURR_ARVDisp_less_three_mo	People currently receiving ART who picked up 3 months or less of ARV	<15	Unknown Sex	N/A												295	273		503		471	413	482	353		411	317	366	478		394	331	254	224		314	206	180
Angola	Angola	AGO	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	Unknown Age	Female	N/A												1																						
Angola	Angola	AGO	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	15+	Male	N/A												3	13		30		12	35	25	80		166	423	552	417		360	414	607	651		869	1,803	2,090
Angola	Angola	AGO	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	<15	Unknown Sex	N/A												1	3				8	5	3	5		8	5	8	12		10	11	25	25		41	146	149
Angola	Angola	AGO	TX_CURR_ARVDisp_six_more_mo	People currently receiving ART who picked up an ARV supply of 6 months or more	15+	Female	N/A												4	25		61		65	89	41	172		346	1,045	1,335	1,071		883	1,009	1,630	1,778		2,534	5,603	6,582
Angola	Angola	AGO	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	Unknown Age	Female	N/A												22	27																					
Angola	Angola	AGO	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	15+	Male	N/A												694	1,249		54		41	598	1,109	2,411		2,109	2,213	2,186	2,375		2,434	1,993	2,448	2,430		2,427	1,787	1,528
Angola	Angola	AGO	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	15+	Female	N/A												2,349	3,528		80		130	1,972	3,706	8,237		7,668	7,938	7,864	8,463		8,877	7,334	8,947	8,951		8,762	6,621	5,978
Angola	Angola	AGO	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	Unknown Age	Male	N/A												5	6																					
Angola	Angola	AGO	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	<15	Unknown Sex	N/A												176	230		4		6	152	155	397		388	436	471	524		604	536	757	679		626	674	674
Angola	Angola	AGO	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Female	N/A												1	37	21	6		1																	
Angola	Angola	AGO	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	<15	Unknown Sex	N/A												6	114	184	147		269	58	56	61		27	57	26	18		49	16	27	23		22	22	52
Angola	Angola	AGO	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Male	N/A												27	497	630	513		884	225	308	220		112	92	21	69		66	36	62	47		69	67	100
Angola	Angola	AGO	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A												128	1,956	2,595	1,856		3,383	829	955	680		374	295	155	198		193	170	216	189		237	248	315
Angola	Angola	AGO	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Male	N/A													12	7			1																	
Angola	Angola	AGO	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	<15	Unknown Sex	N/A												27	45	78	110		36	7	23	19														
Angola	Angola	AGO	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	15+	Male	N/A												172	187	418	658		459	47	60	118														
Angola	Angola	AGO	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Male	N/A												3	2	5	2		2																	
Angola	Angola	AGO	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A												615	634	1,110	2,013		1,316	95	168	333														
Angola	Angola	AGO	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Female	N/A												2	14	10	14		1																	
Angola	Angola	AGO	TX_ML_IIT_six_more_mo	People on ART for 6 or more months with no clinical contact or ARV pick-up for greater than 28 days	15+	Male	N/A																						1	9	68	134		448	228	328	417		475	449	333
Angola	Angola	AGO	TX_ML_IIT_six_more_mo	People on ART for 6 or more months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A																						2	16	230	400		1,275	768	1,099	1,251		1,495	1,459	1,364
Angola	Angola	AGO	TX_ML_IIT_six_more_mo	People on ART for 6 or more months with no clinical contact or ARV pick-up for greater than 28 days	<15	Unknown Sex	N/A																							2	15	26		95	95	101	134		133	137	154
Angola	Angola	AGO	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	<15	Unknown Sex	N/A																						57	55	57	44		11	12	13	15		16	7	19
Angola	Angola	AGO	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Male	N/A																						341	223	273	130		48	31	31	32		43	32	40
Angola	Angola	AGO	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A																						1,000	624	860	504		107	76	100	112		115	89	135
Angola	Angola	AGO	TX_ML_died	People on ART whose death was confirmed	15+	Male	N/A													10	1	30		21	2	9	7		8	4	6	12		21	6	6	12		18	14	13
Angola	Angola	AGO	TX_ML_died	People on ART whose death was confirmed	<15	Unknown Sex	N/A													4	1	4				2	1		2	4	3	2			1	7	7		7	13	6
Angola	Angola	AGO	TX_ML_died	People on ART whose death was confirmed	15+	Female	N/A													16	1	34		32	8	13	9		11	4	13	17		14	7	16	28		22	27	14
Angola	Angola	AGO	TX_ML_refused_stopped	People on ART, who after a missed clinical contact or ARV pick up, are contacted and refuse or stop treatment	15+	Female	N/A																				1			1					2						
Angola	Angola	AGO	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	Unknown Age	Male	N/A														1																				
Angola	Angola	AGO	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	15+	Female	N/A												2	60	10	86		109	18	26	51		28	47	45	45		111	32	88	280		118	112	48
Angola	Angola	AGO	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	<15	Unknown Sex	N/A													1		3		3	2	3	1		1	3	5	4		5	5	2	104		2	10	3
Angola	Angola	AGO	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	Unknown Age	Female	N/A															1																			
Angola	Angola	AGO	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	15+	Male	N/A												1	8		12		51	2	1	8		8	8	6	7		25	3	16	17		22	20	8
Angola	Angola	AGO	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	Unknown Age	Male	N/A												32	-16	-5	-4		-6	-1																
Angola	Angola	AGO	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	Unknown Age	Female	N/A												147	-47	-65	-23		-11	-1																
Angola	Angola	AGO	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	<15	Unknown Sex	N/A		-574	25	72	73		-391	74	41	-30		-1,295	34	-25	26		-22	83	72	114		53	-54	112	151		-8	26	1	-111		57	45	-23
Angola	Angola	AGO	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	15+	Female	N/A		-15,469	939	571	238		-2,793	144	388	229		-8,976	869	298	79		-724	635	1,765	1,114		-511	939	483	404		-222	421	-88	82		258	883	236
Angola	Angola	AGO	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	15+	Male	N/A		-6,195	461	290	159		-1,201	48	311	76		-4,856	374	116	2		-324	185	459	467		-138	223	254	30		-61	49	1	64		97	317	-37
Angola	Angola	AGO	TX_NEW	People newly enrolled on antiretroviral therapy	Unknown Age	Female	N/A														1																				
Angola	Angola	AGO	TX_NEW	People newly enrolled on antiretroviral therapy	15+	Male	N/A	2,797	380	375	479	504	2,419	432	476	448	325	510	200	316	233	266	520	236	279	332	325	878	272	274	301	236	1,343	276	275	270	259	1,134	276	282	284
Angola	Angola	AGO	TX_NEW	People newly enrolled on antiretroviral therapy	15+	Female	N/A	6,058	754	868	1,010	1,025	6,441	871	985	899	626	6,768	721	903	691	800	1,729	734	919	1,016	878	2,770	822	893	937	782	3,011	809	869	793	745	4,115	818	863	883
Angola	Angola	AGO	TX_NEW	People newly enrolled on antiretroviral therapy	<15	Unknown Sex	N/A	1,877	154	141	152	160	1,872	145	197	143	106	105	47	64	50	68	1,037	68	76	95	117	926	106	92	143	109	552	89	97	96	81	498	91	122	113
Angola	Angola	AGO	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	15+	Male	N/A	3,765				3,348		2,945	3,171	3,228	3,121		4	46	53	82	5,605	149	213	290	367	1,855	447	548	782	886	2,686	946	1,035	1,278	1,344	1,807	1,424	1,586	1,661
Angola	Angola	AGO	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	15+	Female	N/A	7,689				8,266		7,416	7,796	7,951	7,624		26	159	238	306	3,096	700	1,030	1,413	1,743	4,766	2,112	2,659	3,752	4,084	6,839	4,254	4,579	5,269	5,284	6,313	5,409	6,029	6,736
Angola	Angola	AGO	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	Unknown Age	Female	N/A															3		2																	
Angola	Angola	AGO	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	<15	Unknown Sex	N/A	1,271				607		537	547	597	557		11	4	7	5	7,564	38	80	86	86	423	93	124	167	194	1,032	230	305	385	380	525	282	317	378
Angola	Angola	AGO	TX_RTT	ART patients who successfully restarted ARVs	15+	Male	N/A																	844	1,012	766	674		349	361	354	453		342	404	358	463		582	738	486
Angola	Angola	AGO	TX_RTT	ART patients who successfully restarted ARVs	15+	Female	N/A																	3,448	3,483	2,934	2,300		994	1,152	1,207	1,266		992	1,376	1,096	1,445		1,930	2,212	1,471
Angola	Angola	AGO	TX_RTT	ART patients who successfully restarted ARVs	<15	Unknown Sex	N/A																	215	217	154	189		96	52	141	120		95	108	92	95		140	138	111
